PROFILE_CODE,PROFILE_TYPE,ORGANIC_MATTER_to_ORGANIC_CARBON_RATIO,TOGVOC,CATEGORY_LEVEL_1_Generation_Mechanism,CATEGORY_LEVEL_2_Sector_Equipment
1026,GAS,,1,Volatilization,Surface Coating
1027,GAS,,1,Volatilization,Chemical Manufacturing
1028,GAS,,1.111111164,Volatilization,Chemical Manufacturing
1029,GAS,,2.629503012,Volatilization,Chemical Manufacturing
102CROC,PM-CR1,1.200000048,,Combustion,Mobile; Onroad; Non-DPF
102GROC,GAS,,1.201651216,Combustion,Mobile; Onroad
102GROCa,GAS,,1.201651216,Combustion,Mobile; Onroad
102VBS,GAS,,1.374533057,Combustion,Mobile; Aircraft
1030,GAS,,3.09693408,Volatilization,Chemical Manufacturing
1031,GAS,,1,Volatilization,Surface Coating
1032,GAS,,1,Volatilization,Chemical Manufacturing
1033,GAS,,1,Volatilization,Chemical Manufacturing
1034,GAS,,1,Volatilization,Chemical Manufacturing
1035,GAS,,1,Volatilization,Chemical Manufacturing
1036,GAS,,1,Volatilization,Industrial; Metal
1037,GAS,,1.276161313,Volatilization,Chemical Manufacturing
1038,GAS,,1.043514609,Volatilization,Chemical Manufacturing
1039,GAS,,1.171646118,Volatilization,Chemical Manufacturing
103CROC,PM-CR1,1.200000048,,Combustion,Mobile; Onroad; Non-DPF
103GROC,GAS,,1.246882677,Combustion,Mobile; Onroad
103GROCa,GAS,,1.246882677,Combustion,Mobile; Onroad
103VBS,GAS,,2.245104074,Combustion,Mobile; Onroad
1040,GAS,,2.039983749,Volatilization,Chemical Manufacturing
1041,GAS,,1.046353459,Volatilization,Chemical Manufacturing
1042,GAS,,,Volatilization,Chemical Manufacturing; Fugitives
1043,GAS,,1.011020064,Volatilization,Chemical Manufacturing
1044,GAS,,1,Volatilization,Chemical Manufacturing
1045,GAS,,1.515151501,Volatilization,Chemical Manufacturing
1046,GAS,,1.051303625,Volatilization,Chemical Manufacturing
1047,GAS,,1,Volatilization,Chemical Manufacturing
1048,GAS,,1.012043357,Volatilization,Chemical Manufacturing
1049,GAS,,1.818181872,Volatilization,Chemical Manufacturing
104CROC,PM-CR1,1.200000048,,Combustion,Mobile; Onroad; DPF
104GROC,GAS,,1.011483669,Combustion,Mobile; Onroad
104GROCa,GAS,,1.011483669,Combustion,Mobile; Onroad
1050,GAS,,1,Volatilization,Chemical Manufacturing
1051,GAS,,1,Volatilization,Chemical Manufacturing
1052,GAS,,1,Volatilization,Chemical Manufacturing
1053,GAS,,1,Volatilization,Chemical Manufacturing; Tank
1054,GAS,,1,Volatilization,Chemical Manufacturing
1055,GAS,,1,Volatilization,Chemical Manufacturing; Tank
1056,GAS,,1,Chemical Reaction,Chemical Manufacturing
1057,GAS,,2.108814955,Chemical Reaction,Chemical Manufacturing
1058,GAS,,1.322401524,Volatilization,Chemical Manufacturing
1059,GAS,,1.062134862,Chemical Reaction,Chemical Manufacturing
105CROC,PM-CR1,1.200000048,,Combustion,Mobile; Onroad
105GROC,GAS,,2.139178276,Combustion,Mobile; Onroad
105GROCa,GAS,,2.139178276,Combustion,Mobile; Onroad
1060,GAS,,1,Volatilization,Chemical Manufacturing
1061,GAS,,1,Chemical Reaction,Chemical Manufacturing
1062,GAS,,1,Volatilization,Chemical Manufacturing
1064,GAS,,2.008435488,Volatilization,Chemical Manufacturing
1065,GAS,,1.058537126,Chemical Reaction,Chemical Manufacturing
1066,GAS,,1.393922448,Volatilization,Chemical Manufacturing
1067,GAS,,1.689760089,Volatilization,Chemical Manufacturing
1068,GAS,,1,Volatilization,Chemical Manufacturing
1069,GAS,,1,Volatilization,Chemical Manufacturing; Tank
106CROC,PM-CR1,1.200000048,,Combustion,Mobile; Onroad
106GROC,GAS,,1.061002493,Combustion,Mobile; Onroad
106GROCa,GAS,,1.061002493,Combustion,Mobile; Onroad
1070,GAS,,7.524454594,Volatilization,Chemical Manufacturing
1071,GAS,,1,Volatilization,Chemical Manufacturing
1072,GAS,,1,Volatilization,Chemical Manufacturing
1073,GAS,,1,Volatilization,Chemical Manufacturing
1074,GAS,,1,Volatilization,Chemical Manufacturing
1075,GAS,,1,Volatilization,Chemical Manufacturing
1076,GAS,,1,Volatilization,Chemical Manufacturing
1077,GAS,,1,Volatilization,Chemical Manufacturing
1078,GAS,,1,Volatilization,Chemical Manufacturing; Rail Car Or Truck Cleaning
1079,GAS,,1,Volatilization,Chemical Manufacturing; Rail Car Or Truck Cleaning
107CROC,PM-CR1,1.25,,Combustion,Mobile; Nonroad
107GROC,GAS,,10.04428291,Combustion,Mobile; Onroad
107GROCa,GAS,,10.04428291,Combustion,Engine
1080,GAS,,1,Volatilization,Chemical Manufacturing; Rail Car Or Truck Cleaning
1081,GAS,,1,Volatilization,Chemical Manufacturing; Rail Car Or Truck Cleaning
1082,GAS,,1,Volatilization,Chemical Manufacturing; Rail Car Or Truck Cleaning
1083,GAS,,1,Volatilization,Chemical Manufacturing; Rail Car Or Truck Cleaning
1084,GAS,,1.773049593,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove
1085,GAS,,2.418964624,Combustion,Boiler
1086,GAS,,1.323977232,Volatilization,Graphic Arts
1087,GAS,,1,Volatilization,Chemical Manufacturing; Tank
1088,GAS,,1.165501118,Volatilization,Surface Coating
1089,GAS,,1,Volatilization,Industrial; Metal
108CROC,PM-CR1,1.25,,Combustion,Mobile; Nonroad; Non-DPF
108GROC,GAS,,1.776716232,Combustion,Mobile; Onroad
108GROCa,GAS,,1.776716232,Combustion,Mobile; Onroad
1090,GAS,,5.025125504,Volatilization,Chemical Manufacturing
1091,GAS,,1,Volatilization,Chemical Manufacturing
1092,GAS,,1,Chemical Reaction,Chemical Manufacturing
1093,GAS,,36.6300354,Volatilization,Chemical Manufacturing
1094,GAS,,1,Volatilization,Paint Manufacturing
1095,GAS,,1,Volatilization,Textile Products
1096,GAS,,1.021763563,Volatilization,Textile Products
1097,GAS,,1.145475388,Combustion,Mobile; Aircraft
1098,GAS,,1.148105621,Combustion,Mobile; Aircraft
1099,GAS,,1.173708916,Combustion,Mobile; Aircraft
109CROC,PM-CR1,1.200000048,,Combustion,Mobile; Nonroad; DPF
109GROC,GAS,,1.758643627,Combustion,Mobile; Onroad
109GROCa,GAS,,1.758643627,Combustion,Mobile; Onroad
1100,GAS,,1,Volatilization,Mobile
1101,GAS,,1.129688263,Combustion,Mobile; Onroad
1103,GAS,,1,Volatilization,Chemical Manufacturing
1104,GAS,,1,Volatilization,Chemical Manufacturing
1105,GAS,,1,Volatilization,Chemical Manufacturing
1106,GAS,,1,Volatilization,Chemical Manufacturing
1107,GAS,,1,Volatilization,Chemical Manufacturing
1108,GAS,,1,Volatilization,Chemical Manufacturing
1109,GAS,,1,Volatilization,Chemical Manufacturing
110CROC,PM-CR1,1.25,,Combustion,Mobile; Airport
110GROC,GAS,,1.020163178,Combustion,Mobile; Nonroad
110GROCa,GAS,,1.020163178,Combustion,Mobile; Nonroad
1110,GAS,,1,Volatilization,Chemical Manufacturing
1111,GAS,,1,Volatilization,Chemical Manufacturing
1112,GAS,,1,Volatilization,Chemical Manufacturing
1114,GAS,,1,Volatilization,Chemical Manufacturing
1115,GAS,,1,Volatilization,Chemical Manufacturing
1116,GAS,,1,Volatilization,Chemical Manufacturing
1118,GAS,,1,Volatilization,Chemical Manufacturing
1119,GAS,,1,Volatilization,Chemical Manufacturing
111CROC,PM-CR1,1.25,,Combustion,Mobile; Aircraft
111GROC,GAS,,1.021068573,Combustion,Mobile; Nonroad
111GROCa,GAS,,1.021068573,Combustion,Mobile; Nonroad
1120,GAS,,1,Volatilization,Chemical Manufacturing
1120110,PM,,,Combustion,Electric Generation; Boiler
112012.5,PM,,,Combustion,Electric Generation; Boiler
1120130,PM,,,Combustion,Electric Generation; Boiler
11201C,PM,,,Combustion,Electric Generation; Boiler
1120210,PM,,,Combustion,Electric Generation; Boiler
112022.5,PM,,,Combustion,Electric Generation; Boiler
1120230,PM,,,Combustion,Electric Generation; Boiler
11202C,PM,,,Combustion,Electric Generation; Boiler
1120310,PM,,,Combustion,Electric Generation; Boiler
112032.5,PM,,,Combustion,Electric Generation; Boiler
1120330,PM,,,Combustion,Electric Generation; Boiler
11203C,PM,,,Combustion,Electric Generation; Boiler
1120410,PM,,,Combustion,Electric Generation; Boiler
112042.5,PM,,,Combustion,Electric Generation; Boiler
1120430,PM,,,Combustion,Electric Generation; Boiler
11204C,PM,,,Combustion,Electric Generation; Boiler
1120510,PM,,,Combustion,Electric Generation; Boiler
112052.5,PM,,,Combustion,Electric Generation; Boiler
1120530,PM,,,Combustion,Electric Generation; Boiler
11205C,PM,,,Combustion,Electric Generation; Boiler
1120610,PM,,,Combustion,Electric Generation; Boiler
112062.5,PM,,,Combustion,Electric Generation; Boiler
1120630,PM,,,Combustion,Electric Generation; Boiler
11206C,PM,,,Combustion,Electric Generation; Boiler
1120710,PM,,,Combustion,Electric Generation; Boiler
112072.5,PM,,,Combustion,Electric Generation; Boiler
1120730,PM,,,Combustion,Electric Generation; Boiler
11207C,PM,,,Combustion,Electric Generation; Boiler
1120810,PM,,,Combustion,Electric Generation; Boiler
112082.5,PM,,,Combustion,Electric Generation; Boiler
1120830,PM,,,Combustion,Electric Generation; Boiler
11208C,PM,,,Combustion,Electric Generation; Boiler
1120910,PM,,,Combustion,Electric Generation; Boiler
112092.5,PM,,,Combustion,Electric Generation; Boiler
1120930,PM,,,Combustion,Electric Generation; Boiler
11209C,PM,,,Combustion,Electric Generation; Boiler
1121,GAS,,1,Volatilization,Chemical Manufacturing
1121010,PM,,,Combustion,Electric Generation; Boiler
112102.5,PM,,,Combustion,Electric Generation; Boiler
1121030,PM,,,Combustion,Electric Generation; Boiler
11210C,PM,,,Combustion,Electric Generation; Boiler
1121110,PM,,,Combustion,Electric Generation; Boiler
112112.5,PM,,,Combustion,Electric Generation; Boiler
1121130,PM,,,Combustion,Electric Generation; Boiler
11211C,PM,,,Combustion,Electric Generation; Boiler
1121210,PM,,,Combustion,Electric Generation; Boiler
112122.5,PM,,,Combustion,Electric Generation; Boiler
1121230,PM,,,Combustion,Electric Generation; Boiler
11212C,PM,,,Combustion,Electric Generation; Boiler
1121310,PM,,,Combustion,Boiler
112132.5,PM,,,Combustion,Boiler
1121330,PM,,,Combustion,Boiler
11213C,PM,,,Combustion,Boiler
1220130,PM,,,Combustion,Boiler
12201C,PM,,,Combustion,Boiler
1221,GAS,,1,Combustion,Mobile; Aircraft
1222,GAS,,1,Combustion,Mobile; Aircraft
1223,GAS,,1,Combustion,Mobile; Aircraft
1224,GAS,,1,Combustion,Mobile; Aircraft
1225,GAS,,1,Combustion,Mobile; Aircraft
1226,GAS,,1,Combustion,Mobile; Aircraft
1227,GAS,,1,Combustion,Mobile; Aircraft
122GROC,GAS,,1.033120513,Combustion,Mobile; Marine
122GROCa,GAS,,1.033120513,Combustion,Mobile; Marine
1230110,PM,,,Combustion,Boiler
213402.5,PM,,,Dust,Industrial; Mining
2134030,PM,,,Dust,Industrial; Mining
21340C,PM,,,Dust,Industrial; Mining
2140110,PM,,,Dust,Industrial
214012.5,PM,,,Dust,Industrial
2140130,PM,,,Dust,Industrial
21401C,PM,,,Dust,Industrial
2150110,PM,,,Ash,Industrial
215012.5,PM,,,Ash,Industrial
2150130,PM,,,Ash,Industrial
21501C,PM,,,Ash,Industrial
2210110,PM,,,Dust,Industrial
3682,PM,,,Dust,Geological
3683,PM,,,Combustion,Mobile; Onroad
3684,PM,,,Combustion,Mobile; Onroad
3685,PM,,,Combustion,Mobile; Onroad
3686,PM,,,Combustion,Electric Generation; Boiler
3687,PM,,,Combustion,Electric Generation; Boiler
3688,PM,,,Combustion,Electric Generation; Boiler
3689,PM,,,Combustion,Electric Generation; Boiler
3690,PM,,,Combustion,Electric Generation; Boiler
3882,PM,,,Combustion,Mobile; Onroad
3883,PM,,,Combustion,Mobile; Onroad
3884,PM,,,Combustion,Mobile; Onroad
3885,PM,,,Combustion,Mobile; Onroad
3886,PM,,,Combustion,Mobile; Onroad
3887,PM,,,Combustion,Mobile; Onroad
3888,PM,,,Combustion,Mobile; Onroad
3889,PM,,,Combustion,Mobile; Onroad
3890,PM,,,Combustion,Mobile; Onroad
3891,PM,,,Combustion,Mobile; Onroad
3892,PM,,,Combustion,Mobile; Onroad
3893,PM,,,Combustion,Mobile; Onroad
3894,PM,,,Combustion,Mobile; Onroad
3895,PM,,,Combustion,Mobile; Onroad
3896,PM,,,Combustion,Mobile; Onroad
3897,PM,,,Combustion,Mobile; Onroad
3898,PM,,,Combustion,Mobile; Onroad
3899,PM,,,Combustion,Mobile; Onroad
3900,PM,,,Combustion,Mobile; Onroad
3901,PM,,,Combustion,Mobile; Onroad
3902,PM,,,Combustion,Mobile; Onroad
3903,PM,,,Combustion,Mobile; Onroad
3904,PM,,,Combustion,Mobile; Onroad
3905,PM,,,Combustion,Mobile; Onroad
3906,PM,,,Combustion,Mobile; Onroad
3907,PM,,,Combustion,Mobile; Onroad
3908,PM,,,Combustion,Mobile; Onroad
3909,PM,,,Combustion,Mobile; Onroad; Light Duty
4110410,PM,,,Dust,Road
411042.5,PM,,,Dust,Road
4110430,PM,,,Dust,Road
41104C,PM,,,Dust,Road
4110510,PM,,,Dust,Road
411052.5,PM,,,Dust,Road
4110530,PM,,,Dust,Road
41105C,PM,,,Dust,Road
4110610,PM,,,Dust,Road
411062.5,PM,,,Dust,Road
4110630,PM,,,Dust,Road
41106C,PM,,,Dust,Road
4110710,PM,,,Dust,Road
1121410,PM,,,Combustion,Electric Generation; Boiler
112142.5,PM,,,Combustion,Electric Generation; Boiler
1121430,PM,,,Combustion,Electric Generation; Boiler
11214C,PM,,,Combustion,Electric Generation; Boiler
1121510,PM,,,Combustion,Electric Generation; Boiler
112152.5,PM,,,Combustion,Electric Generation; Boiler
1121530,PM,,,Combustion,Electric Generation; Boiler
11215C,PM,,,Combustion,Electric Generation; Boiler
1122,GAS,,1,Volatilization,Chemical Manufacturing
1123,GAS,,1,Volatilization,Chemical Manufacturing
1124,GAS,,1,Volatilization,Chemical Manufacturing
1125,GAS,,1,Volatilization,Chemical Manufacturing
1126,GAS,,1,Volatilization,Chemical Manufacturing
1127,GAS,,1,Volatilization,Chemical Manufacturing
1128,GAS,,1,Volatilization,Chemical Manufacturing
1129,GAS,,1,Volatilization,Chemical Manufacturing
112CROC,PM-CR1,1.25,,Combustion,Mobile; Rail
112GROC,GAS,,1.205095172,Combustion,Mobile; Nonroad
112GROCa,GAS,,1.205095172,Combustion,Mobile; Nonroad
1130,GAS,,1,Volatilization,Chemical Manufacturing
1130110,PM,,,Combustion,Electric Generation; Boiler
113012.5,PM,,,Combustion,Electric Generation; Boiler
1130130,PM,,,Combustion,Electric Generation; Boiler
11301C,PM,,,Combustion,Electric Generation; Boiler
1131,GAS,,1,Volatilization,Chemical Manufacturing
1132,GAS,,1,Volatilization,Chemical Manufacturing
1134,GAS,,1,Volatilization,Chemical Manufacturing
1135,GAS,,1,Volatilization,Chemical Manufacturing
1136,GAS,,1,Volatilization,Chemical Manufacturing
1137,GAS,,1,Volatilization,Chemical Manufacturing
1138,GAS,,1,Volatilization,Chemical Manufacturing
1139,GAS,,1,Volatilization,Chemical Manufacturing
113CROC,PM-CR1,1.25,,Combustion,Mobile; Marine
113GROC,GAS,,1.19650948,Combustion,Mobile; Nonroad
113GROCa,GAS,,1.19650948,Combustion,Mobile; Nonroad
1140,GAS,,1,Volatilization,Chemical Manufacturing
1141,GAS,,1,Volatilization,Chemical Manufacturing
1142,GAS,,1,Volatilization,Chemical Manufacturing
1144,GAS,,1,Volatilization,Chemical Manufacturing
1145,GAS,,1,Volatilization,Chemical Manufacturing
1146,GAS,,1,Volatilization,Chemical Manufacturing
1147,GAS,,1,Volatilization,Chemical Manufacturing
1148,GAS,,1,Volatilization,Chemical Manufacturing
1149,GAS,,1,Volatilization,Chemical Manufacturing
114CROC,PM-CR1,1.25,,Combustion,Mobile; Marine
114GROC,GAS,,1.033854365,Combustion,Mobile; Nonroad
114GROCa,GAS,,1.033854365,Combustion,Mobile; Nonroad
1150,GAS,,1,Volatilization,Chemical Manufacturing
1150110,PM,,,Combustion,Boiler
115012.5,PM,,,Combustion,Boiler
1150130,PM,,,Combustion,Boiler
11501C,PM,,,Combustion,Boiler
1150210,PM,,,Combustion,Boiler
115022.5,PM,,,Combustion,Boiler
1150230,PM,,,Combustion,Boiler
11502C,PM,,,Combustion,Boiler
1150310,PM,,,Combustion,Boiler
115032.5,PM,,,Combustion,Boiler
1150330,PM,,,Combustion,Boiler
11503C,PM,,,Combustion,Boiler
1150410,PM,,,Combustion,Boiler
115042.5,PM,,,Combustion,Boiler
1150430,PM,,,Combustion,Boiler
11504C,PM,,,Combustion,Boiler
1150510,PM,,,Combustion,Boiler
115052.5,PM,,,Combustion,Boiler
1150530,PM,,,Combustion,Boiler
11505C,PM,,,Combustion,Boiler
1150610,PM,,,Combustion,Boiler
115062.5,PM,,,Combustion,Boiler
1150630,PM,,,Combustion,Boiler
11506C,PM,,,Combustion,Boiler
1150710,PM,,,Combustion,Boiler
115072.5,PM,,,Combustion,Boiler
1150730,PM,,,Combustion,Boiler
11507C,PM,,,Combustion,Boiler
1150810,PM,,,Combustion,Boiler
115082.5,PM,,,Combustion,Boiler
1150830,PM,,,Combustion,Boiler
11508C,PM,,,Combustion,Boiler
1150910,PM,,,Combustion,Boiler
115092.5,PM,,,Combustion,Boiler
1150930,PM,,,Combustion,Boiler
11509C,PM,,,Combustion,Boiler
1151,GAS,,1,Volatilization,Chemical Manufacturing
1151010,PM,,,Combustion,Boiler
115102.5,PM,,,Combustion,Boiler
1151030,PM,,,Combustion,Boiler
11510C,PM,,,Combustion,Boiler
1152,GAS,,1,Volatilization,Chemical Manufacturing
1153,GAS,,1,Volatilization,Chemical Manufacturing
1154,GAS,,1,Volatilization,Chemical Manufacturing
1155,GAS,,1,Volatilization,Chemical Manufacturing
1158,GAS,,1,Volatilization,Chemical Manufacturing
1159,GAS,,1,Volatilization,Chemical Manufacturing
115GROC,GAS,,1.089767456,Combustion,Mobile; Nonroad
115GROCa,GAS,,1.089767456,Combustion,Mobile; Nonroad
1160,GAS,,1,Volatilization,Chemical Manufacturing
1162,GAS,,1,Volatilization,Chemical Manufacturing
1163,GAS,,1,Volatilization,Chemical Manufacturing
1164,GAS,,1,Volatilization,Chemical Manufacturing
1165,GAS,,1,Volatilization,Chemical Manufacturing
1166,GAS,,1,Volatilization,Chemical Manufacturing
1167,GAS,,1,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove
1168,GAS,,1,Volatilization,Chemical Manufacturing
116GROC,GAS,,1.090274692,Combustion,Mobile; Nonroad
116GROCa,GAS,,1.090274692,Combustion,Mobile; Nonroad
1171,GAS,,1,Volatilization,Chemical Manufacturing
1172,GAS,,1,Volatilization,Chemical Manufacturing
1173,GAS,,1,Volatilization,Chemical Manufacturing
1174,GAS,,1,Volatilization,Chemical Manufacturing
1175,GAS,,1,Volatilization,Chemical Manufacturing
1176,GAS,,1,Volatilization,Chemical Manufacturing
1178,GAS,,1.021346092,Combustion,Electric Generation; Boiler
117GROC,GAS,,1.299394131,Combustion,Mobile; Nonroad; Light Duty
117GROCa,GAS,,1.299394131,Combustion,Mobile; Onroad; Light Duty
1180110,PM,,,Combustion,Boiler
118012.5,PM,,,Combustion,Boiler
1180130,PM,,,Combustion,Boiler
11801C,PM,,,Combustion,Boiler
1185,GAS,,1.216693044,Combustion,Industrial; Boiler
1186,GAS,,1.032417893,Combustion,Mobile; Onroad
1187,GAS,,1,Volatilization,Surface Coating
1188,GAS,,1,Microbial,Agriculture; Food
1189,GAS,,1,Volatilization,Pulp And Paper; Dryer
118GROC,GAS,,1.032105446,Combustion,Mobile; Nonroad
118GROCa,GAS,,1.032105446,Combustion,Mobile; Onroad
1190,GAS,,1,Volatilization,Mobile
1191,GAS,,1,Volatilization,Graphic Arts
1192,GAS,,1,Volatilization,Degreasing
1193,GAS,,1,Volatilization,Dry Cleaning
1194,GAS,,1,Volatilization,Surface Coating; Autos
1195,GAS,,1.646903872,Volatilization,Degreasing
1196,GAS,,6.706908226,Volatilization,Dry Cleaning
1197,GAS,,1,Volatilization,Chemical Manufacturing
1198,GAS,,1,Volatilization,Chemical Manufacturing
1199,GAS,,1,Volatilization,Chemical Manufacturing
119GROC,GAS,,1,Combustion,Mobile; Nonroad
119GROCa,GAS,,1,Combustion,Mobile; Onroad
1200,GAS,,1,Volatilization,Chemical Manufacturing
1201,GAS,,1,Combustion,Mobile; Onroad; Light Duty
1202,GAS,,1,Volatilization,Industrial; Metal
1203,GAS,,1.146263123,Combustion,Mobile; Onroad; Light Duty
1204,GAS,,1.000700474,Volatilization,Mobile; Onroad; Light Duty
1205,GAS,,1.066894293,Volatilization,Oil And Gas; Well
1206,GAS,,1.072271109,Volatilization,Oil And Gas; Well
1207,GAS,,1.069633126,Volatilization,Oil And Gas; Well
1208,GAS,,1.102292776,Volatilization,Oil And Gas; Well
1209,GAS,,1.041124463,Volatilization,Oil And Gas; Tank
120GROC,GAS,,1.007409334,Combustion,Mobile; Aircraft
120GROCa,GAS,,1.007409334,Combustion,Mobile; Aircraft
1210,GAS,,1.003512263,Volatilization,Oil And Gas; Tank
1211,GAS,,1.047230124,Volatilization,Petrochemical; Refinery; Tank
1212,GAS,,1.212415099,Volatilization,Oil And Gas; Well
1213,GAS,,6.161429405,Combustion,Mobile; Aircraft
